bioguide_id,first_name,last_name,birth_date
D000191,Peter,Defazio,1947-05-27
D000197,Diana,DeGette,1957-07-29
D000203,Eligio,De La Garza,1927-09-22
D000209,Ron,De Lugo,1930-08-02
D000210,Bill,Delahunt,1941-07-17
D000211,James,Delaney,1901-03-19
D000216,Rosa,Delauro,1943-03-02
D000217,Thomas,Delay,1947-04-08
D000220,John,Dellenback,1918-11-06
D000222,Ronald,Dellums,1935-11-24
D000230,Don,Davis,1971-08-29
D000231,Lawrence,Denardis,1938-03-18
D000234,Frank,Denholm,1923-11-29
D000239,Robert,Denney,1916-04-11
D000241,David,Dennis,1912-06-07
D000255,John,Dent,1908-03-10
D000259,Jeremiah,Denton,1924-07-15
D000260,Winfield,Denton,1896-10-28
D000266,Steven,Derounian,1918-04-06
D000267,Butler,Derrick,1936-09-30
D000269,Edward,Derwinski,1926-09-15
D000275,Peter,Deutsch,1957-04-01
D000279,Samuel,Devine,1915-12-21
D000294,Michael,Dewine,1947-01-05
D000299,Lincoln,Diaz-Balart,1954-08-13
D000312,Jay,Dickey,1939-12-14
D000326,William,Dickinson,1925-06-05
D000327,Norman,Dicks,1940-12-16
D000344,Charles,Diggs,1922-12-02
D000355,John,Dingell,1926-07-08
D000359,Joseph,Dioguardi,1940-09-20
D000360,Everett,Dirksen,1896-01-04
D000366,Alan,Dixon,1927-07-07
D000368,Henry,Dixon,1890-06-29
D000373,Julian,Dixon,1934-08-08
D000388,Christopher,Dodd,1944-05-27
D000390,Thomas,Dodd,1907-05-15
D000399,Lloyd,Doggett,1946-10-06
D000401,Robert,Dole,1923-07-22
D000402,Isidore,Dollinger,1903-11-13
D000407,Pete,Domenici,1932-05-07
D000409,Peter,Dominick,1915-07-07
D000416,Brian,Donnelly,1946-03-02
D000419,Harold,Donohue,1901-06-18
D000424,Calvin,Dooley,1954-01-11
D000425,Edwin,Dooley,1905-04-13
D000429,John,Doolittle,1950-10-30
D000432,Byron,Dorgan,1942-05-14
D000433,Francis,Dorn,1911-04-18
D000434,William,Dorn,1916-04-14
D000435,Robert,Dornan,1933-04-03
D000446,Charles,Dougherty,1937-06-26
D000451,Charles,Douglas,1942-12-02
D000456,Paul,Douglas,1892-03-26
D000462,John,Dow,1905-05-06
D000466,Charles,Dowdy,1943-07-27
D000467,John,Dowdy,1912-02-11
D000471,Thomas,Downey,1949-01-28
D000474,Thomas,Downing,1919-02-01
D000481,Clyde,Doyle,1887-07-11
D000482,Michael,Doyle,1953-08-05
D000492,David,Dreier,1952-07-05
D000499,Robert,Drinan,1920-11-15
D000523,Thaddeus,Dulski,1915-09-27
D000530,Chris,Deluzio,1984-07-13
D000533,John,Duncan,1947-07-21
D000534,John,Duncan,1919-04-24
D000537,Robert,Duncan,1920-12-04
D000548,James,Dunn,1943-07-21
D000549,Jennifer,Dunn,1941-07-29
D000558,Pierre,Du Pont,1935-01-22
D000563,Richard,Durbin,1944-11-21
D000566,David,Durenberger,1934-08-19
D000571,Carl,Durham,1892-08-28
D000574,John,Durkin,1936-03-29
D000575,Edwin,Durno,1899-01-26
D000585,Henry,Dworshak,1894-08-29
D000586,Bernard,Dwyer,1921-01-24
D000587,Florence,Dwyer,1902-07-04
D000588,Kenneth,Dyal,1910-07-09
D000592,Mervyn,Dymally,1926-05-12
D000593,Royden,Dyson,1948-11-15
D000594,Monica,De La Cruz,1974-11-11
D000595,James,Demint,1951-09-02
D000596,Mark,Dayton,1947-01-26
D000597,Jo,Davis,1950-06-29
D000598,Susan,Davis,1944-04-13
D000599,Lincoln,Davis,1943-09-13
D000600,Mario,Diaz-Balart,1961-09-25
D000601,Elizabeth,Dole,1936-07-29
D000602,Artur,Davis,1967-10-09
D000603,Geoffrey,Davis,1958-10-26
D000604,Charles,Dent,1960-05-24
D000605,Thelma,Drake,1949-11-20
D000606,David,Davis,1959-11-06
D000607,Joe,Donnelly,1955-09-29
D000608,Kathleen,Dahlkemper,1957-12-10
D000609,Steve,Driehaus,1966-06-24
D000610,Theodore,Deutch,1966-05-07
D000611,Charles,Djou,1970-08-09
D000612,Jeff,Denham,1967-07-29
D000613,Robert,Dold,1969-06-23
D000614,Sean,Duffy,1971-10-03
D000615,Jeff,Duncan,1966-01-07
D000616,Scott,Desjarlais,1964-02-21
D000617,Suzan,Delbene,1962-02-17
D000618,Steve,Daines,1962-08-20
D000619,Rodney,Davis,1970-01-05
D000620,John,Delaney,1963-04-16
D000621,Ron,Desantis,1978-09-14
D000622,Tammy,Duckworth,1968-03-12
D000623,Mark,Desaulnier,1952-03-31
D000624,Debbie,Dingell,1953-11-23
D000625,Daniel,Donovan,1956-11-06
D000626,Warren,Davidson,1970-03-01
D000627,Valdez,Demings,1957-03-12
D000628,Neal,Dunn,1953-02-16
D000629,Sharice,Davids,1980-05-22
D000630,Antonio,Delgado,1977-01-28
D000631,Madeleine,Dean,1959-06-06
D000632,Anthony,D'Esposito,1982-02-22
D000633,John,Duarte,1966-09-09
E000004,Thomas,Eagleton,1929-09-04
E000013,Joseph,Early,1933-01-31
E000017,John,East,1931-05-05
E000018,James,Eastland,1904-11-28
E000031,Dennis,Eckart,1950-04-06
E000033,Fred,Eckert,1941-05-06
E000035,Robert,Eckhardt,1913-07-16
E000043,Robert,Edgar,1943-05-29
E000054,Edmond,Edmondson,1919-04-07
E000055,James,Edmondson,1925-09-27
E000063,Thomas,Edwards,1951-11-24
E000064,William,Edwards,1915-01-06
E000067,Edwin,Edwards,1927-08-07
E000068,Elaine,Edwards,1929-03-08
E000071,Jake,Ellzey,1970-01-24
E000077,Marvin,Edwards,1937-07-12
E000084,William,Edwards,1928-09-20
E000092,Vernon,Ehlers,1934-02-06
E000093,Robert,Ehrlich,1957-11-25
E000096,Joshua,Eilberg,1921-02-12
E000112,Allen,Ellender,1890-09-24
E000120,Carl,Elliott,1913-12-20
E000121,Douglas,Elliott,1921-06-03
E000148,Robert,Ellsworth,1926-06-11
E000172,Jo,Emerson,1950-09-16
E000174,Norvell,Emerson,1938-01-01
E000175,David,Emery,1948-09-01
E000179,Eliot,Engel,1947-02-18
E000181,Clair,Engle,1911-09-21
E000184,Glenn,English,1940-11-30
E000186,Karan,English,1949-03-23
E000187,Philip,English,1956-06-20
E000194,John,Ensign,1958-03-25
E000198,Arlen,Erdahl,1931-02-27
E000201,Ben,Erdreich,1938-12-09
E000204,John,Erlenborn,1927-02-08
E000208,Allen,Ertel,1937-11-07
E000211,Samuel,Ervin,1896-09-27
E000213,Marvin,Esch,1927-08-04
E000214,Edwin,Eshleman,1920-12-04
E000215,Anna,Eshoo,1942-12-13
E000218,Alphonso,Espy,1953-11-30
E000226,Bobby,Etheridge,1941-08-07
E000233,Billy,Evans,1941-11-10
E000235,Mike,Ezell,1959-04-06
E000236,Daniel,Evans,1925-10-16
E000239,David,Evans,1946-08-17
E000240,Frank,Evans,1923-09-06
E000246,Chuck,Edwards,1960-09-13
E000250,Lane,Evans,1951-08-04
E000254,Melvin,Evans,1917-08-07
E000258,Thomas,Evans,1931-11-05
E000259,Thomas,Evans,1924-05-26
E000266,Robert,Everett,1915-02-24
E000268,Robert,Everett,1937-02-15
E000273,Joseph,Evins,1910-10-24
E000282,Thomas,Ewing,1935-09-19
E000284,J.,Exon,1921-08-09
E000285,Michael,Enzi,1944-02-01
E000286,John,Edwards,1953-06-10
E000287,Rahm,Emanuel,1959-11-29
E000288,Keith,Ellison,1963-08-04
E000289,Brad,Ellsworth,1958-09-11
E000290,Donna,Edwards,1958-06-28
E000291,Renee,Ellmers,1964-02-09
E000292,Bill,Enyart,1949-09-22
E000293,Elizabeth,Esty,1959-08-25
E000294,Thomas,Emmer,1961-03-03
E000295,Joni,Ernst,1970-07-01
E000296,Dwight,Evans,1954-05-16
E000297,Adriano,Espaillat,1954-09-27
E000298,Ron,Estes,1956-07-19
E000299,Veronica,Escobar,1969-09-15
F000010,Eni,Faleomavaega,1943-08-15
F000012,George,Fallon,1902-07-24
F000013,Paul,Fannin,1907-01-29
F000015,Leonard,Farbstein,1902-10-12
F000023,Charles,Farnsley,1907-03-28
F000025,Billie,Farnum,1916-04-11
F000030,Sam,Farr,1941-07-04
F000040,John,Fary,1911-04-11
F000041,Dante,Fascell,1917-03-09
F000043,Chaka,Fattah,1956-11-21
F000046,Walter,Fauntroy,1933-02-06
F000049,Harris,Fawell,1929-03-25
F000053,Victor,Fazio,1942-10-11
F000059,Edward,Feighan,1947-10-22
F000060,Michael,Feighan,1905-02-16
F000061,Russell,Feingold,1953-03-02
F000062,Dianne,Feinstein,1933-06-22
F000075,Ivor,Fenton,1889-08-03
F000078,Millicent,Fenwick,1910-02-25
F000087,Antonio,Fernós-Isern,1895-05-10
F000088,Geraldine,Ferraro,1935-08-26
F000102,Bobbi,Fiedler,1937-04-22
F000110,Cleo,Fields,1962-11-22
F000111,Jack,Fields,1952-02-03
F000116,Bob,Filner,1942-09-04
F000123,Paul,Findley,1921-06-23
F000128,Eric,Fingerhut,1959-05-06
F000135,Edward,Finnegan,1905-06-05
F000137,Paul,Fino,1913-12-15
F000141,Hamilton,Fish,1926-06-03
F000151,Joseph,Fisher,1914-01-11
F000152,Ovie,Fisher,1903-11-22
F000161,Floyd,Fithian,1928-11-03
F000184,Floyd,Flake,1945-01-30
F000187,Michael,Flanagan,1962-11-09
F000208,Ronnie,Flippo,1937-08-15
F000209,Daniel,Flood,1903-11-26
F000215,James,Florio,1937-08-29
F000218,Walter,Flowers,1933-04-12
F000227,Gerald,Flynn,1910-10-07
F000229,John,Flynt,1914-11-08
F000233,John,Fogarty,1913-03-23
F000235,Thomas,Foglietta,1928-12-03
F000237,John,Foley,1917-10-16
F000238,Mark,Foley,1954-09-08
F000239,Thomas,Foley,1929-03-06
F000245,Hiram,Fong,1906-10-15
F000246,Pat,Fallon,1967-12-19
F000255,Aime,Forand,1895-05-23
F000257,Michael,Forbes,1952-07-16
F000260,Gerald,Ford,1913-07-14
F000261,Harold,Ford,1945-05-20
F000262,Harold,Ford,1970-05-11
F000268,Wendell,Ford,1924-09-08
F000270,William,Ford,1927-08-06
F000272,Edgar,Foreman,1933-12-22
F000283,Elijah,Forrester,1896-08-16
F000286,Edwin,Forsythe,1916-01-17
F000319,Lawrence,Fountain,1913-04-23
F000328,Tillie,Fowler,1942-12-23
F000329,Wyche,Fowler,1940-10-06
F000332,Jon,Fox,1947-04-22
F000339,Barney,Frank,1940-03-31
F000347,William,Franklin,1941-12-13
F000348,Gary,Franks,1953-02-09
F000349,Robert,Franks,1951-09-21
F000350,Donald,Fraser,1924-02-20
F000351,Victor,Frazer,1943-05-24
F000353,James,Frazier,1890-06-23
F000356,Joseph,Frear,1903-03-07
F000371,Peter,Frelinghuysen,1916-01-17
F000372,Rodney,Frelinghuysen,1946-04-29
F000380,William,Frenzel,1928-07-31
F000381,Louis,Frey,1934-01-11
F000384,Samuel,Friedel,1898-04-18
F000387,Dan,Frisa,1955-04-27
F000388,Harold,Froehlich,1932-05-12
F000392,Jonas,Frost,1942-01-01
F000401,James,Fulbright,1905-04-09
F000422,James,Fulton,1903-03-01
F000424,Richard,Fulton,1927-01-27
F000426,David,Funderburk,1944-04-28
F000430,Don,Fuqua,1933-08-20
F000434,Elizabeth,Furse,1936-10-13
F000435,Jaime,Fuster,1941-01-12
F000437,Duncan,Faircloth,1928-01-14
F000438,Sheila,Frahm,1945-03-22
F000439,William,Frist,1952-02-22
F000440,Vito,Fossella,1965-03-09
F000441,Ernest,Fletcher,1952-11-12
F000442,Peter,Fitzgerald,1960-10-20
F000443,Michael,Ferguson,1970-06-22
F000444,Jeff,Flake,1962-12-31
F000445,J.,Forbes,1952-02-17
F000446,Randy,Feenstra,1969-01-14
F000447,Tom,Feeney,1958-05-21
F000448,Trent,Franks,1957-06-19
F000449,Jeff,Fortenberry,1960-12-27
F000450,Virginia,Foxx,1943-06-29
F000451,Michael,Fitzpatrick,1963-06-28
F000452,Luis,Fortuño,1960-10-31
F000453,Mary,Fallin,1954-12-09
F000454,Bill,Foster,1955-10-07
F000455,Marcia,Fudge,1952-10-29
F000456,John,Fleming,1951-07-05
F000457,Al,Franken,1951-05-21
F000458,Stephen,Fincher,1973-02-07
F000459,Chuck,Fleischmann,1962-10-11
F000460,Blake,Farenthold,1961-12-12
F000461,Bill,Flores,1954-02-25
F000462,Lois,Frankel,1948-05-16
F000463,Debra,Fischer,1951-03-01
F000464,John,Faso,1952-08-25
F000465,Anderson,Ferguson,1966-11-15
F000466,Brian,Fitzpatrick,1973-12-17
F000467,Abby,Finkenauer,1988-12-27
F000468,Elizabeth,Fletcher,1975-02-13
F000469,Russell,Fulcher,1962-03-09
F000470,Michelle,Fischbach,1965-11-03
F000471,Scott,Fitzgerald,1963-11-16
F000472,Scott,Franklin,1964-08-23
F000473,Mayra,Flores,1986-01-01
F000474,Mike ,Flood,1975-02-23
F000475,Brad,Finstad,1976-05-30
F000476,Maxwell,Frost,1997-01-17
F000477,Valerie,Foushee,1956-05-07
F000478,Russell,Fry,1985-01-31
F000479,John,Fetterman,1969-08-15
F000480,Vince,Fong,1979-10-24
G000015,Nick,Galifianakis,1928-07-22
G000016,Cornelius,Gallagher,1921-03-02
G000021,Elton,Gallegly,1944-03-07
G000025,Dean,Gallo,1935-11-23
G000034,David,Gambrell,1929-12-20
G000036,Robert,Gammage,1938-03-13
G000041,Greg,Ganske,1949-03-31
G000047,Robert,Garcia,1933-01-09
G000055,James,Gardner,1933-04-08
G000061,Mike,GARCIA,1976-04-24
G000069,Peter,Garland,1923-06-16
G000071,Edward,Garmatz,1903-02-07
G000072,Edwin,Garn,1932-10-12
G000091,Julian,Gary,1892-02-25
G000098,Ezekiel,Gathings,1903-11-10
G000102,Leon,Gavin,1893-02-25
G000105,Joseph,Gaydos,1926-07-03
G000120,Samuel,Gejdenson,1948-05-20
G000121,George,Gekas,1930-04-14
G000130,Newell,George,1904-09-24
G000132,Richard,Gephardt,1941-01-31
G000134,Preston,Geren,1952-01-29
G000144,Thomas,Gettys,1912-06-19
G000151,Robert,Giaimo,1919-10-15
G000152,James,Gibbons,1944-12-16
G000153,Sam,Gibbons,1920-01-20
G000175,Jacob,Gilbert,1920-06-17
G000180,Wayne,Gilchrest,1946-04-15
G000192,Thomas,Gill,1922-04-21
G000208,John,Gilligan,1921-03-22
G000210,Paul,Gillmor,1939-02-01
G000212,Benjamin,Gilman,1922-12-06
G000225,Newton,Gingrich,1943-06-17
G000226,Ronald,Ginn,1934-05-31
G000236,John,Glenn,1921-07-18
G000237,Milton,Glenn,1903-06-18
G000240,Daniel,Glickman,1944-11-24
G000267,Barry,Goldwater,1909-01-01
G000268,Barry,Goldwater,1938-07-15
G000272,Henry,González,1916-05-03
G000280,Virgil,Goode,1946-10-17
G000282,Charles,Goodell,1926-03-16
G000289,Robert,Goodlatte,1952-09-22
G000290,George,Goodling,1896-09-26
G000291,William,Goodling,1927-12-05
G000309,Barton,Gordon,1949-01-24
G000320,Albert,Gore,1907-12-26
G000321,Albert,Gore,1948-03-31
G000333,Thomas,Gorton,1928-01-08
G000336,Porter,Goss,1938-11-26
G000348,Bernard,Grabowski,1923-06-11
G000349,Willis,Gradison,1928-12-28
G000352,Daniel,Graham,1936-11-09
G000359,Lindsey,Graham,1955-07-09
G000365,William,Gramm,1942-07-08
G000367,Rod,Grams,1948-02-04
G000368,Kathryn,Granahan,1894-12-07
G000371,Frederick,Grandy,1948-06-29
G000377,Kay,Granger,1943-01-18
G000381,George,Grant,1897-07-11
G000382,James,Grant,1943-09-21
G000386,Charles,Grassley,1933-09-17
G000387,Ella,Grasso,1919-05-10
G000388,Maurice,Gravel,1930-05-13
G000400,Kenneth,Gray,1924-11-14
G000402,William,Gray,1941-08-20
G000407,Edith,Green,1910-01-17
G000408,Enid,Greene Waldholtz,1958-06-05
G000410,Raymond,Green,1947-10-17
G000417,Sedgwick,Green,1929-10-16
G000418,Theodore,Green,1867-10-02
G000420,William,Green,1938-06-24
G000421,William,Green,1910-03-05
G000439,James,Greenwood,1951-05-04
G000445,Judd,Gregg,1947-02-14
G000450,Stanley,Greigg,1931-05-07
G000454,George,Grider,1912-10-01
G000458,Charles,Griffin,1926-05-09
G000465,Robert,Griffin,1923-11-06
G000471,Martha,Griffiths,1912-01-29
G000480,Wayne,Grisham,1923-01-10
G000495,Harold,Gross,1899-06-30
G000499,John,Grotberg,1925-03-23
G000504,James,Grover,1919-03-05
G000508,Ernest,Gruening,1887-02-06
G000511,Frank,Guarini,1924-08-20
G000512,Charles,Gubser,1916-02-01
G000513,Gilbert,Gude,1923-03-09
G000515,Vonno,Gudger,1919-04-30
G000524,Steven,Gunderson,1951-05-10
G000528,William,Gunter,1934-07-16
G000531,Edward,Gurney,1914-01-12
G000535,Luis,Gutiérrez,1953-12-10
G000536,Gilbert,Gutknecht,1951-03-20
G000537,Tennyson,Guyer,1913-11-29
G000544,Charles,Gonzalez,1945-05-05
G000545,Mark,Green,1960-06-01
G000546,Samuel,Graves,1963-11-07
G000547,Felix,"Grucci, Jr.",1951-11-25
G000548,Scott,Garrett,1959-07-09
G000549,Jim,Gerlach,1955-02-25
G000550,Phil,Gingrey,1942-07-10
G000551,Raúl,Grijalva,1948-02-19
G000552,Louie,Gohmert,1953-08-18
G000553,Al,Green,1947-09-01
G000554,Gabrielle,Giffords,1970-06-08
G000555,Kirsten,Gillibrand,1966-12-09
G000556,Alan,Grayson,1958-03-13
G000557,Parker,Griffith,1942-08-06
G000558,Brett,Guthrie,1964-02-18
G000559,John,Garamendi,1945-01-24
G000560,Tom,Graves,1970-02-03
G000561,Carte,Goodwin,1974-02-27
G000562,Cory,Gardner,1974-08-22
G000563,Bob,Gibbs,1954-06-14
G000564,Christopher,Gibson,1964-05-13
G000565,Paul,Gosar,1958-11-27
G000566,Trey,Gowdy,1964-08-22
G000567,Tim,Griffin,1968-08-21
G000568,H.,Griffith,1958-03-15
G000569,Michael,Grimm,1970-02-07
G000570,Frank,Guinta,1970-09-26
G000571,Tulsi,Gabbard,1981-04-12
G000572,Pete,Gallego,1961-12-02
G000573,Joe,Garcia,1963-10-19
G000574,Ruben,Gallego,1979-11-20
G000575,Gwendolyn,Graham,1963-01-31
G000576,Glenn,Grothman,1955-07-03
G000577,Garret,Graves,1972-01-31
G000578,Matthew,Gaetz,1982-05-07
G000579,Michael,Gallagher,1984-03-03
G000580,Thomas,Garrett,1972-03-27
G000581,Vicente,Gonzalez,1967-09-04
G000582,Jenniffer,González-Colón,1976-08-05
G000583,Josh,Gottheimer,1975-03-08
G000584,Greg,Gianforte,1961-04-17
G000585,Jimmy,Gomez,1974-11-25
G000586,Jesús,García,1956-04-12
G000587,Sylvia,Garcia,1950-09-06
G000588,Anthony,Gonzalez,1984-09-18
G000589,Lance,Gooden,1982-12-01
G000590,Mark,Green,1964-11-08
G000591,Michael,Guest,1970-02-04
G000592,Jared,Golden,1982-07-25
G000593,Carlos,Gimenez,1954-01-17
G000594,Tony,Gonzales,1980-10-10
G000595,Bob,Good,1965-09-11
G000596,Marjorie,Greene,1974-05-27
G000597,Andrew,Garbarino,1984-09-27
G000598,Robert,Garcia,1977-12-02
G000599,Daniel,Goldman,1976-02-26
G000600,Marie,Perez,1988-06-04
H000010,George,Hagan,1916-05-24
H000012,Thomas,Hagedorn,1943-11-27
H000013,Harlan,Hagen,1914-10-08
H000041,James,Haley,1899-01-04
H000048,David,Hall,1918-05-16
H000049,Durward,Hall,1910-09-14
H000058,Katie,Hall,1938-04-03
H000067,Ralph,Hall,1923-05-03
H000070,Sam,Hall,1924-01-11
H000073,Tim,Hall,1925-06-11
H000074,Tony,Hall,1942-01-16
H000081,Charles,Halleck,1900-08-22
H000085,Seymour,Halpern,1913-11-19
H000096,Daniel,Hamburg,1948-10-06
H000114,Lee,Hamilton,1931-04-20
H000124,John,Hammerschmidt,1922-05-04
H000144,Kent,Hance,1942-11-14
H000151,Melton,Hancock,1929-09-14
H000158,James,Hanley,1920-07-19
H000164,Richard,Hanna,1914-06-09
H000166,Mark,Hannaford,1925-02-07
H000168,Robert,Hanrahan,1934-02-25
H000170,Clifford,Hansen,1912-10-16
H000171,George,Hansen,1930-09-14
H000172,James,Hansen,1932-08-14
H000173,John,Hansen,1901-08-24
H000174,Julia,Hansen,1907-06-14
H000175,Orval,Hansen,1926-08-03
H000191,Ralph,Harding,1929-09-09
H000197,Porter,Hardy,1903-06-01
H000204,Denver,Hargis,1921-07-22
H000206,Thomas,Harkin,1939-11-19
H000213,Jane,Harman,1945-06-28
H000216,Randall,Harmon,1903-07-19
H000230,Michael,Harrington,1936-09-02
H000236,Claude,Harris,1940-06-29
H000237,Fred,Harris,1930-11-13
H000241,Herbert,Harris,1926-04-14
H000249,Oren,Harris,1903-12-20
H000264,Burr,Harrison,1904-07-02
H000269,Frank,Harrison,1940-02-02
H000273,John,Hickenlooper,1952-02-07
H000278,William,Harrison,1896-08-10
H000281,William,Harsha,1921-01-01
H000287,Gary,Hart,1936-11-28
H000291,Philip,Hart,1912-12-10
H000297,Rupert,Hartke,1919-05-31
H000302,Thomas,Hartnett,1941-08-07
H000306,James,Harvey,1922-07-04
H000310,Ralph,Harvey,1901-08-09
H000317,Floyd,Haskell,1916-02-07
H000323,John,Hastert,1942-01-02
H000324,Alcee,Hastings,1936-09-05
H000327,James,Hastings,1926-04-10
H000329,Richard,Hastings,1941-02-07
H000338,Orrin,Hatch,1934-03-22
H000340,Charles,Hatcher,1939-07-01
H000343,Mark,Hatfield,1922-07-12
H000344,Paul,Hatfield,1928-04-29
H000346,William,Hathaway,1924-02-21
H000367,Augustus,Hawkins,1907-08-31
H000374,Paula,Hawkins,1927-01-24
H000384,Samuel,Hayakawa,1906-07-18
H000385,Carl,Hayden,1877-10-02
H000388,Charles,Hayes,1918-02-17
H000390,James,Hayes,1946-12-21
H000392,Philip,Hayes,1940-09-01
H000408,Wayne,Hays,1911-05-13
H000413,John,Hayworth,1958-07-12
H000424,James,Healey,1909-12-24
H000437,Felix,Hébert,1901-10-12
H000438,Kenneth,Hechler,1914-09-20
H000439,Mayer,Hecht,1928-11-30
H000440,Margaret,Heckler,1931-06-21
H000444,Joel,Hefley,1935-04-18
H000445,Howell,Heflin,1921-06-19
H000448,Willie,Hefner,1930-04-11
H000449,Cecil,Heftel,1924-09-30
H000452,Fred,Heineman,1929-12-28
H000456,Henry,Heinz,1938-10-23
H000463,Jesse,Helms,1921-10-18
H000465,Henry,Helstoski,1924-03-21
H000471,Robert,Hemphill,1915-05-10
H000479,David,Henderson,1921-04-16
H000484,John,Henderson,1917-01-04
H000490,William,Hendon,1944-11-09
H000502,Thomas,Hennings,1903-06-25
H000514,Paul,Henry,1942-07-09
H000528,Walter,Herger,1945-05-20
H000530,Albert,Herlong,1909-02-14
H000547,Dennis,Hertel,1948-12-07
H000550,William,Hess,1898-02-13
H000559,Bourke,Hickenlooper,1896-07-21
H000561,John,Hickey,1911-08-22
H000563,Floyd,Hicks,1915-05-29
H000566,Louise,Hicks,1916-10-16
H000568,Edgar,Hiestand,1888-12-03
H000582,Jack,Hightower,1926-09-06
H000586,John,Hiler,1953-04-24
H000598,Joseph,Hill,1894-12-29
H000601,William,Hagerty,1959-08-14
H000605,Rick,Hill,1946-12-30
H000615,Van,Hilleary,1959-06-20
H000621,Earl,Hilliard,1942-04-09
H000624,Elwood,Hillis,1926-03-06
H000627,Maurice,Hinchey,1938-10-27
H000636,Rubén,Hinojosa,1940-08-20
H000638,Andrew,Hinshaw,1923-08-04
H000641,Jon,Hinson,1942-03-16
H000652,Peter,Hoagland,1941-11-17
H000666,David,Hobson,1936-10-17
H000670,George,Hochbrueckner,1938-09-20
H000675,Kaneaster,Hodges,1938-08-20
H000676,Peter,Hoekstra,1953-10-30
H000678,Charles,Hoeven,1895-03-30
H000683,Clare,Hoffman,1875-09-10
H000684,Elmer,Hoffman,1899-07-07
H000690,Earl,Hogan,1920-03-13
H000692,Lawrence,Hogan,1928-09-30
H000707,Martin,Hoke,1952-05-18
H000712,Thomas,Holden,1957-03-05
H000713,Chester,Holifield,1903-12-03
H000717,Elmer,Holland,1894-01-08
H000719,Kenneth,Holland,1934-11-24
H000720,Spessard,Holland,1892-07-10
H000722,Harold,Hollenbeck,1938-12-29
H000725,Ernest,Hollings,1922-01-01
H000729,Clyde,Holloway,1943-11-28
H000746,Joseph,Holt,1924-07-06
H000747,Marjorie,Holt,1920-09-17
H000752,Elizabeth,Holtzman,1941-08-11
H000753,Lester,Holtzman,1913-06-01
H000762,Darlene,Hooley,1939-04-04
H000776,Larry,Hopkins,1933-10-25
H000786,Walter,Horan,1898-10-15
H000788,Joan,Horn,1936-10-18
H000789,John,Horn,1931-05-31
H000797,Frank,Horton,1919-12-12
H000802,Craig,Hosmer,1915-05-06
H000807,John,Hostettler,1961-06-19
H000814,Amory,Houghton,1926-08-07
H000840,James,Howard,1927-07-24
H000851,Allan,Howe,1927-09-06
H000874,Steny,Hoyer,1939-06-14
H000875,Roman,Hruska,1904-08-16
H000878,Carroll,Hubbard,1937-07-07
H000897,Robert,Huber,1922-08-29
H000901,Thomas,Huckaby,1941-07-19
H000904,George,Huddleston,1920-03-19
H000905,Walter,Huddleston,1926-04-15
H000906,William,Hudnut,1932-10-17
H000912,Michael,Huffington,1947-09-03
H000922,Harold,Hughes,1922-02-10
H000930,William,Hughes,1932-10-17
H000947,William,Hull,1906-04-17
H000948,Kenny,Hulshof,1958-05-22
H000951,Gordon,Humphrey,1940-10-09
H000953,Hubert,Humphrey,1911-05-27
H000956,Muriel,Humphrey,1912-02-20
H000965,William,Hungate,1922-12-14
H000972,John,Hunt,1908-11-25
H000981,Duncan,Hunter,1948-05-31
H001001,Joseph,Huot,1917-08-11
H001011,J.,Hutchinson,1914-10-13
H001013,John,Hutchinson,1935-02-04
H001014,Asa,Hutchinson,1950-12-03
H001015,Timothy,Hutchinson,1949-08-11
H001016,Kathryn,Hutchison,1943-07-22
H001018,Earl,Hutto,1926-05-12
H001022,Henry,Hyde,1924-04-18
H001028,Charles,Hagel,1946-10-04
H001029,Robert,Hayes,1945-08-14
H001030,Baron,Hill,1953-06-23
H001031,Joseph,Hoeffel,1950-09-03
H001032,Rush,Holt,1948-10-15
H001033,Melissa,Hart,1962-04-04
H001034,Mike,Honda,1941-06-27
H001035,Katherine,Harris,1957-04-05
H001036,Jeb,Hensarling,1957-05-29
H001037,Stephanie,Herseth Sandlin,1970-12-03
H001038,Brian,Higgins,1959-10-06
H001039,John,Hall,1948-07-23
H001040,Phil,Hare,1949-02-21
H001041,Dean,Heller,1960-05-10
H001042,Mazie,Hirono,1947-11-03
H001043,Paul,Hodes,1951-03-21
H001044,Deborah,Halvorson,1958-03-01
H001045,Gregg,Harper,1956-06-01
H001046,Martin,Heinrich,1971-10-17
H001047,James,Himes,1966-07-05
H001048,Duncan,Hunter,1976-12-07
H001049,Kay,Hagan,1953-05-26
H001050,Colleen,Hanabusa,1951-05-04
H001051,Richard,Hanna,1951-01-25
H001052,Andy,Harris,1957-01-25
H001053,Vicky,Hartzler,1960-10-13
H001054,Nan,Hayworth,1959-12-14
H001055,Joe,Heck,1961-10-30
H001056,Jaime,Herrera Beutler,1978-11-03
H001057,Tim,Huelskamp,1968-11-11
H001058,Bill,Huizenga,1969-01-31
H001059,Randy,Hultgren,1966-03-01
H001060,Robert,Hurt,1969-06-16
H001061,John,Hoeven,1957-03-13
H001062,Kathleen,Hochul,1958-08-27
H001063,Janice,Hahn,1952-03-30
H001064,Denny,Heck,1952-07-29
H001065,George,Holding,1968-04-17
H001066,Steven,Horsford,1973-04-29
H001067,Richard,Hudson,1971-11-04
H001068,Jared,Huffman,1964-02-18
H001069,Mary,Heitkamp,1955-10-30
H001070,Cresent,Hardy,1957-06-23
H001071,Jody,Hice,1960-04-22
